Gene	Gene name
ENSMUSG00000035171	1110059E24Rik
ENSMUSG00000036027	1810046K07Rik
ENSMUSG00000048905	4930539E08Rik
ENSMUSG00000042073	Abhd14b
ENSMUSG00000047368	Abhd17b
ENSMUSG00000079192	AC125149.1
ENSMUSG00000079794	AC125149.2
ENSMUSG00000042010	Acacb
ENSMUSG00000044534	Ackr2
ENSMUSG00000030790	Adm
ENSMUSG00000029772	Ahcyl2
ENSMUSG00000069833	Ahnak
ENSMUSG00000072812	Ahnak2
ENSMUSG00000040627	Aicda
ENSMUSG00000026024	Als2
ENSMUSG00000032826	Ank2
ENSMUSG00000037904	Ankrd9
ENSMUSG00000058589	Anks1b
ENSMUSG00000074591	Ankub1
ENSMUSG00000019943	Atp2b1
ENSMUSG00000032066	Bco2
ENSMUSG00000026172	Bcs1l
ENSMUSG00000030256	Bhlhe41
ENSMUSG00000026407	Cacna1s
ENSMUSG00000071037	Camkmt
ENSMUSG00000006362	Cbfa2t3
ENSMUSG00000028795	Ccdc28b
ENSMUSG00000021624	Cd180
ENSMUSG00000031495	Cd209d
ENSMUSG00000051906	Cd209f
ENSMUSG00000017309	Cd300lg
ENSMUSG00000028217	Cdh17
ENSMUSG00000034918	Cdhr2
ENSMUSG00000037347	Chst7
ENSMUSG00000001270	Ckb
ENSMUSG00000046441	Cmtr2
ENSMUSG00000038648	Creb3l2
ENSMUSG00000040327	Cul9
ENSMUSG00000001467	Cyp51
ENSMUSG00000094910	D430019H16Rik
ENSMUSG00000033658	Ddx19b
ENSMUSG00000036775	Decr2
ENSMUSG00000047842	Diras2
ENSMUSG00000030792	Dkkl1
ENSMUSG00000025279	Dnase1l3
ENSMUSG00000020143	Dock2
ENSMUSG00000034488	Edil3
ENSMUSG00000035064	Eef2k
ENSMUSG00000026679	Enkur
ENSMUSG00000001036	Epn2
ENSMUSG00000021583	Erap1
ENSMUSG00000028943	Espn
ENSMUSG00000024691	Fam111a
ENSMUSG00000047221	Fam185a
ENSMUSG00000071604	Fam189a2
ENSMUSG00000050545	Fam228b
ENSMUSG00000042377	Fam83g
ENSMUSG00000049314	Fbxw13
ENSMUSG00000048031	Fcrl5
ENSMUSG00000015852	Fcrls
ENSMUSG00000054200	Ffar4
ENSMUSG00000042826	Fgf11
ENSMUSG00000034687	Fras1
ENSMUSG00000020325	Fstl3
ENSMUSG00000066705	Fxyd6
ENSMUSG00000022297	Fzd6
ENSMUSG00000034793	G6pc3
ENSMUSG00000039809	Gabbr2
ENSMUSG00000021362	Gcm2
ENSMUSG00000022103	Gfra2
ENSMUSG00000073000	Gm10451
ENSMUSG00000055926	Gm14137
ENSMUSG00000053821	Gm9922
ENSMUSG00000023439	Gnb3
ENSMUSG00000021306	Gpr137b
ENSMUSG00000049608	Gpr55
ENSMUSG00000074259	Gramd2
ENSMUSG00000066456	Hmgn3
ENSMUSG00000028763	Hspg2
ENSMUSG00000029104	Htt
ENSMUSG00000020053	Igf1
ENSMUSG00000076615	Ighg3
ENSMUSG00000096108	Ighv11-2
ENSMUSG00000076676	Ighv12-3
ENSMUSG00000076646	Ighv2-6-8
ENSMUSG00000076534	Igkv12-89
ENSMUSG00000094345	Igkv14-126
ENSMUSG00000076532	Igkv4-91
ENSMUSG00000039217	Il18
ENSMUSG00000056899	Immp2l
ENSMUSG00000091091	Kcnmb3
ENSMUSG00000028631	Kcnq4
ENSMUSG00000032489	Kif9
ENSMUSG00000041734	Kirrel
ENSMUSG00000036782	Klhl13
ENSMUSG00000054046	Klk13
ENSMUSG00000035849	Krt222
ENSMUSG00000020988	L2hgdh
ENSMUSG00000024421	Lama3
ENSMUSG00000052911	Lamb2
ENSMUSG00000030946	Lhpp
ENSMUSG00000032207	Lipc
ENSMUSG00000010721	Lmbr1
ENSMUSG00000033060	Lmo7
ENSMUSG00000037151	Lrrc20
ENSMUSG00000018819	Lsp1
ENSMUSG00000040488	Ltbp4
ENSMUSG00000028701	Lurap1
ENSMUSG00000021423	Ly86
ENSMUSG00000047591	Mafa
ENSMUSG00000047238	Mageh1
ENSMUSG00000033207	Mamdc2
ENSMUSG00000053907	Mat2a
ENSMUSG00000066595	Mfsd7b
ENSMUSG00000043131	Mob1a
ENSMUSG00000068566	Myadm
ENSMUSG00000000631	Myo18a
ENSMUSG00000058799	Nap1l1
ENSMUSG00000002204	Napsa
ENSMUSG00000041120	Nbl1
ENSMUSG00000062661	Ncs1
ENSMUSG00000024425	Ndfip1
ENSMUSG00000032340	Neo1
ENSMUSG00000032606	Nicn1
ENSMUSG00000005397	Nid1
ENSMUSG00000049709	Nlrp10
ENSMUSG00000020889	Nr1d1
ENSMUSG00000031618	Nr3c2
ENSMUSG00000042834	Nrep
ENSMUSG00000025969	Nrp2
ENSMUSG00000075592	Nynrin
ENSMUSG00000030934	Oat
ENSMUSG00000041857	Oosp1
ENSMUSG00000016498	Pdcd1lg2
ENSMUSG00000032177	Pde4a
ENSMUSG00000063931	Pepd
ENSMUSG00000030329	Pianp
ENSMUSG00000014444	Piezo1
ENSMUSG00000045625	Pigz
ENSMUSG00000048827	Pkd1l3
ENSMUSG00000020937	Plcd3
ENSMUSG00000034330	Plcg2
ENSMUSG00000041757	Plekha6
ENSMUSG00000074785	Plxnc1
ENSMUSG00000036528	Ppfibp2
ENSMUSG00000039457	Ppl
ENSMUSG00000061119	Prcp
ENSMUSG00000010175	Prox1
ENSMUSG00000036030	Prtg
ENSMUSG00000057541	Pus7
ENSMUSG00000003411	Rab3b
ENSMUSG00000041351	Rap1gap
ENSMUSG00000042129	Rassf4
ENSMUSG00000000359	Rem1
ENSMUSG00000061100	Retnla
ENSMUSG00000049191	Rgag4
ENSMUSG00000020282	Rhbdf1
ENSMUSG00000036503	Rnf13
ENSMUSG00000022883	Robo1
ENSMUSG00000019235	Rps6kl1
ENSMUSG00000001023	S100a5
ENSMUSG00000025915	Sgk3
ENSMUSG00000052631	Sh2d6
ENSMUSG00000037656	Slc20a2
ENSMUSG00000031482	Slc25a15
ENSMUSG00000027932	Slc27a3
ENSMUSG00000021490	Slc34a1
ENSMUSG00000027957	Slc35a3
ENSMUSG00000032122	Slc37a2
ENSMUSG00000041540	Sox5
ENSMUSG00000063060	Sox7
ENSMUSG00000090084	Srpx
ENSMUSG00000030255	Sspn
ENSMUSG00000037885	Stk35
ENSMUSG00000032437	Stt3b
ENSMUSG00000061838	Suclg2
ENSMUSG00000020570	Sypl
ENSMUSG00000031709	Tbc1d9
ENSMUSG00000020712	Tcam1
ENSMUSG00000062859	Tcp11
ENSMUSG00000006281	Tep1
ENSMUSG00000028047	Thbs3
ENSMUSG00000038217	Tlcd2
ENSMUSG00000028347	Tmeff1
ENSMUSG00000037129	Tmprss13
ENSMUSG00000036019	Tmtc2
ENSMUSG00000060548	Tnfrsf19
ENSMUSG00000028602	Tnfrsf8
ENSMUSG00000021573	Tppp
ENSMUSG00000014846	Tppp3
ENSMUSG00000070867	Trabd2b
ENSMUSG00000042766	Trim46
ENSMUSG00000031028	Tub
ENSMUSG00000024098	Twsg1
ENSMUSG00000038991	Txndc5
ENSMUSG00000000811	Txnrd3
ENSMUSG00000022111	Uchl3
ENSMUSG00000033427	Upb1
ENSMUSG00000007030	Vwa7
ENSMUSG00000015957	Wnt11
ENSMUSG00000047434	Xxylt1
ENSMUSG00000018427	Ypel2
ENSMUSG00000006310	Zbtb32
ENSMUSG00000037108	Zcwpw1
ENSMUSG00000055202	Zfp811
ENSMUSG00000074158	Zfp976
ENSMUSG00000050379	38961
ENSMUSG00000045414	1190002N15Rik
ENSMUSG00000071302	2610044O15Rik8
ENSMUSG00000020491	2810021J22Rik
ENSMUSG00000066571	4931406P16Rik
ENSMUSG00000057181	5730455P16Rik
ENSMUSG00000044060	A830010M20Rik
ENSMUSG00000044150	A830080D01Rik
ENSMUSG00000021482	Aaed1
ENSMUSG00000055923	Aasdh
ENSMUSG00000024130	Abca3
ENSMUSG00000021240	Abcd4
ENSMUSG00000026781	Acbd5
ENSMUSG00000040272	Accs
ENSMUSG00000020654	Adcy3
ENSMUSG00000029916	Agk
ENSMUSG00000041530	Ago1
ENSMUSG00000028842	Ago3
ENSMUSG00000037692	Ahdc1
ENSMUSG00000019256	Ahr
ENSMUSG00000022016	Akap11
ENSMUSG00000025899	Alkbh8
ENSMUSG00000050332	Amer1
ENSMUSG00000048218	Amigo2
ENSMUSG00000021257	Angel1
ENSMUSG00000005986	Ankrd13d
ENSMUSG00000055204	Ankrd17
ENSMUSG00000007827	Ankrd26
ENSMUSG00000031931	Ankrd49
ENSMUSG00000026199	Ankzf1
ENSMUSG00000034863	Ano8
ENSMUSG00000074238	Ap1ar
ENSMUSG00000019518	Ap4m1
ENSMUSG00000036291	Ap5m1
ENSMUSG00000038671	Arfrp1
ENSMUSG00000033697	Arhgap39
ENSMUSG00000035133	Arhgap5
ENSMUSG00000025870	Arl10
ENSMUSG00000055116	Arntl
ENSMUSG00000021592	Arsk
ENSMUSG00000031982	Arv1
ENSMUSG00000039483	Asb6
ENSMUSG00000038774	Ascc3
ENSMUSG00000030850	Ate1
ENSMUSG00000027104	Atf2
ENSMUSG00000033124	Atg9a
ENSMUSG00000024759	Atl3
ENSMUSG00000034218	Atm
ENSMUSG00000024403	Atp6v1g2
ENSMUSG00000060671	Atp8b2
ENSMUSG00000069895	Atxn1l
ENSMUSG00000021189	Atxn3
ENSMUSG00000025612	Bach1
ENSMUSG00000037316	Bag4
ENSMUSG00000031755	Bbs2
ENSMUSG00000030780	BC017158
ENSMUSG00000074862	BC025920
ENSMUSG00000036959	Bcorl1
ENSMUSG00000092060	Bend4
ENSMUSG00000042742	Bmt2
ENSMUSG00000012076	Brms1l
ENSMUSG00000002803	Btbd6
ENSMUSG00000015488	Cacfd1
ENSMUSG00000034656	Cacna1a
ENSMUSG00000020882	Cacnb1
ENSMUSG00000033033	Calhm2
ENSMUSG00000033170	Card10
ENSMUSG00000078676	Casc3
ENSMUSG00000028977	Casz1
ENSMUSG00000038533	Cbfa2t2
ENSMUSG00000025578	Cbx8
ENSMUSG00000028461	Ccdc107
ENSMUSG00000030177	Ccdc77
ENSMUSG00000027284	Cdan1
ENSMUSG00000033102	Cdc14b
ENSMUSG00000029283	Cdc7
ENSMUSG00000025358	Cdk2
ENSMUSG00000059288	Cdyl
ENSMUSG00000005506	Celf1
ENSMUSG00000029253	Cenpc1
ENSMUSG00000036403	Cep135
ENSMUSG00000068394	Cep152
ENSMUSG00000056919	Cep162
ENSMUSG00000019813	Cep57l1
ENSMUSG00000031631	Cfap97
ENSMUSG00000053754	Chd8
ENSMUSG00000022617	Chkb
ENSMUSG00000078185	Chml
ENSMUSG00000054400	Cklf
ENSMUSG00000033392	Clasp2
ENSMUSG00000029016	Clcn6
ENSMUSG00000029238	Clock
ENSMUSG00000020741	Cluh
ENSMUSG00000024019	Cmtr1
ENSMUSG00000057110	Cntrl
ENSMUSG00000032782	Cntrob
ENSMUSG00000018661	Cog1
ENSMUSG00000016356	Col20a1
ENSMUSG00000021669	Col4a3bp
ENSMUSG00000046516	Cox17
ENSMUSG00000032652	Crebl2
ENSMUSG00000030527	Crtc3
ENSMUSG00000032384	Csnk1g1
ENSMUSG00000032515	Csrnp1
ENSMUSG00000027176	Cstf3
ENSMUSG00000033411	Ctdspl2
ENSMUSG00000031095	Cul4b
ENSMUSG00000038545	Cul7
ENSMUSG00000025898	Cwf19l2
ENSMUSG00000048796	Cyb561d1
ENSMUSG00000079038	D130040H23Rik
ENSMUSG00000033883	D3Ertd254e
ENSMUSG00000025766	D3Ertd751e
ENSMUSG00000032743	D430042O09Rik
ENSMUSG00000000340	Dbt
ENSMUSG00000061313	Ddhd2
ENSMUSG00000029504	Ddx51
ENSMUSG00000037426	Depdc5
ENSMUSG00000022718	Dgcr8
ENSMUSG00000058454	Dhcr7
ENSMUSG00000040620	Dhx33
ENSMUSG00000029480	Dhx37
ENSMUSG00000035051	Dhx57
ENSMUSG00000038914	Dido1
ENSMUSG00000020231	Dip2a
ENSMUSG00000033166	Dis3
ENSMUSG00000030768	Disp1
ENSMUSG00000031403	Dkc1
ENSMUSG00000022770	Dlg1
ENSMUSG00000042508	Dmtf1
ENSMUSG00000025857	Dnaaf5
ENSMUSG00000036052	Dnajb5
ENSMUSG00000040697	Dnajc16
ENSMUSG00000025195	Dnmbp
ENSMUSG00000034973	Dopey1
ENSMUSG00000061589	Dot1l
ENSMUSG00000032393	Dpp8
ENSMUSG00000042046	Dstyk
ENSMUSG00000039982	Dtx4
ENSMUSG00000026659	Dusp12
ENSMUSG00000069255	Dusp22
ENSMUSG00000029071	Dvl1
ENSMUSG00000002409	Dyrk1b
ENSMUSG00000064061	Dzip3
ENSMUSG00000022350	E430025E21Rik
ENSMUSG00000030871	Ears2
ENSMUSG00000019883	Echdc1
ENSMUSG00000036499	Eea1
ENSMUSG00000050944	Efcab5
ENSMUSG00000015002	Efr3a
ENSMUSG00000031668	Eif2ak3
ENSMUSG00000009406	Elk1
ENSMUSG00000041112	Elmo1
ENSMUSG00000078517	Emc1
ENSMUSG00000044072	Eml6
ENSMUSG00000046785	Epm2aip1
ENSMUSG00000075703	Ept1
ENSMUSG00000026048	Ercc5
ENSMUSG00000040857	Erf
ENSMUSG00000025198	Erlin1
ENSMUSG00000045624	Esf1
ENSMUSG00000021171	Esyt2
ENSMUSG00000027809	Etfdh
ENSMUSG00000038827	Fam206a
ENSMUSG00000038121	Fam210a
ENSMUSG00000041471	Fam35a
ENSMUSG00000029672	Fam3c
ENSMUSG00000038604	Fam65a
ENSMUSG00000054942	Fam73a
ENSMUSG00000037808	Fam76b
ENSMUSG00000072568	Fam84b
ENSMUSG00000033458	Fan1
ENSMUSG00000030759	Far1
ENSMUSG00000020776	Fbf1
ENSMUSG00000040410	Fbxl4
ENSMUSG00000032898	Fbxo21
ENSMUSG00000035329	Fbxo33
ENSMUSG00000032244	Fem1b
ENSMUSG00000038417	Fig4
ENSMUSG00000028414	Fktn
ENSMUSG00000074738	Fndc10
ENSMUSG00000032998	Foxj3
ENSMUSG00000016552	Foxred2
ENSMUSG00000020170	Frs2
ENSMUSG00000026843	Fubp3
ENSMUSG00000033703	Fuk
ENSMUSG00000070583	Fv1
ENSMUSG00000022800	Fyttd1
ENSMUSG00000045005	Fzd5
ENSMUSG00000035293	G2e3
ENSMUSG00000008976	Gabpa
ENSMUSG00000062646	Ganc
ENSMUSG00000029708	Gcc1
ENSMUSG00000050973	Gdpgp1
ENSMUSG00000053460	Ggcx
ENSMUSG00000018415	Gid4
ENSMUSG00000048000	Gigyf2
ENSMUSG00000043505	Gimap5
ENSMUSG00000026200	Glb1l
ENSMUSG00000032252	Glce
ENSMUSG00000070354	Gm21975
ENSMUSG00000028479	Gne
ENSMUSG00000025266	Gnl3l
ENSMUSG00000029209	Gnpda2
ENSMUSG00000026754	Golga1
ENSMUSG00000019861	Gopc
ENSMUSG00000063808	Gpatch1
ENSMUSG00000031148	Gpkow
ENSMUSG00000043384	Gprasp1
ENSMUSG00000035900	Gramd4
ENSMUSG00000022828	Gtf2e1
ENSMUSG00000029208	Guf1
ENSMUSG00000061046	Haghl
ENSMUSG00000038047	Haus6
ENSMUSG00000039414	Heatr5b
ENSMUSG00000046861	Hectd3
ENSMUSG00000020721	Helz
ENSMUSG00000029804	Herc3
ENSMUSG00000020064	Herc4
ENSMUSG00000032119	Hinfp
ENSMUSG00000040820	Hlcs
ENSMUSG00000002428	Hltf
ENSMUSG00000024622	Hmgxb3
ENSMUSG00000034518	Hmgxb4
ENSMUSG00000007850	Hnrnph1
ENSMUSG00000045427	Hnrnph2
ENSMUSG00000028383	Hsdl2
ENSMUSG00000022556	Hsf1
ENSMUSG00000062007	Hsh2d
ENSMUSG00000034525	Ice1
ENSMUSG00000035847	Ids
ENSMUSG00000033540	Idua
ENSMUSG00000038564	Ift172
ENSMUSG00000040167	Ikzf5
ENSMUSG00000029670	Ing3
ENSMUSG00000026283	Ing5
ENSMUSG00000040865	Ino80d
ENSMUSG00000026925	Inpp5e
ENSMUSG00000042105	Inpp5f
ENSMUSG00000002319	Ipo4
ENSMUSG00000022837	Iqcb1
ENSMUSG00000040795	Iqcc
ENSMUSG00000044030	Irf2bp1
ENSMUSG00000041037	Irgq
ENSMUSG00000024601	Isoc1
ENSMUSG00000027087	Itgav
ENSMUSG00000037876	Jmjd1c
ENSMUSG00000079083	Jrkl
ENSMUSG00000022992	Kansl2
ENSMUSG00000000708	Kat2b
ENSMUSG00000062785	Kcnc3
ENSMUSG00000041633	Kctd12b
ENSMUSG00000016940	Kctd2
ENSMUSG00000028397	Kdm4c
ENSMUSG00000051890	Klhdc1
ENSMUSG00000020978	Klhdc2
ENSMUSG00000054792	Klhl18
ENSMUSG00000026705	Klhl20
ENSMUSG00000028986	Klhl7
ENSMUSG00000021959	Lats2
ENSMUSG00000015882	Lcorl
ENSMUSG00000024544	Ldlrad4
ENSMUSG00000020697	Lig3
ENSMUSG00000020536	Llgl1
ENSMUSG00000038970	Lmtk2
ENSMUSG00000016520	Lnx2
ENSMUSG00000067714	Lpar5
ENSMUSG00000026623	Lpgat1
ENSMUSG00000027550	Lrrcc1
ENSMUSG00000026792	Lrsam1
ENSMUSG00000025903	Lypla1
ENSMUSG00000035840	Lysmd3
ENSMUSG00000002948	Map2k7
ENSMUSG00000028284	Map3k7
ENSMUSG00000024242	Map4k3
ENSMUSG00000033902	Mapkbp1
ENSMUSG00000046994	Mars2
ENSMUSG00000004933	Matk
ENSMUSG00000036792	Mbd5
ENSMUSG00000036109	Mbnl3
ENSMUSG00000027709	Mccc1
ENSMUSG00000030960	Mettl10
ENSMUSG00000004561	Mettl17
ENSMUSG00000055660	Mettl4
ENSMUSG00000041975	Mettl8
ENSMUSG00000070056	Mfhas1
ENSMUSG00000096687	Mfsd4b4
ENSMUSG00000025759	Mfsd8
ENSMUSG00000074604	Mgst2
ENSMUSG00000024294	Mib1
ENSMUSG00000029060	Mib2
ENSMUSG00000051586	Mical3
ENSMUSG00000042570	Mier2
ENSMUSG00000034121	Mks1
ENSMUSG00000021245	Mlh3
ENSMUSG00000029575	Mmab
ENSMUSG00000028690	Mmachc
ENSMUSG00000107283	Mpv17
ENSMUSG00000026471	Mr1
ENSMUSG00000021339	Mrs2
ENSMUSG00000042138	Msantd2
ENSMUSG00000014850	Msh3
ENSMUSG00000031200	Mtcp1
ENSMUSG00000049038	Mterf2
ENSMUSG00000021519	Mterf3
ENSMUSG00000021704	Mtx3
ENSMUSG00000023921	Mut
ENSMUSG00000028687	Mutyh
ENSMUSG00000027201	Myef2
ENSMUSG00000039585	Myo9a
ENSMUSG00000018931	Natd1
ENSMUSG00000009418	Nav1
ENSMUSG00000020576	Nbas
ENSMUSG00000073664	Nbeal1
ENSMUSG00000032298	Neil1
ENSMUSG00000031644	Nek1
ENSMUSG00000017405	Nek8
ENSMUSG00000040195	Nemp1
ENSMUSG00000043015	Nemp2
ENSMUSG00000047284	Neurl4
ENSMUSG00000020716	Nf1
ENSMUSG00000027787	Nmd3
ENSMUSG00000005897	Nr2c1
ENSMUSG00000005893	Nr2c2
ENSMUSG00000058440	Nrf1
ENSMUSG00000050312	Nsun3
ENSMUSG00000028706	Nsun4
ENSMUSG00000024869	Nudt8
ENSMUSG00000022142	Nup155
ENSMUSG00000052533	Nup188
ENSMUSG00000063895	Nupl1
ENSMUSG00000026516	Nvl
ENSMUSG00000042271	Nxt2
ENSMUSG00000040044	Orc3
ENSMUSG00000036990	Otud4
ENSMUSG00000022307	Oxr1
ENSMUSG00000005682	Pan2
ENSMUSG00000020273	Papolg
ENSMUSG00000032392	Parp16
ENSMUSG00000037773	Pced1a
ENSMUSG00000044250	Pced1b
ENSMUSG00000033623	Pcgf3
ENSMUSG00000025047	Pdcd11
ENSMUSG00000009030	Pdcl
ENSMUSG00000028273	Pdlim5
ENSMUSG00000074746	Pdzd8
ENSMUSG00000029047	Pex10
ENSMUSG00000019809	Pex3
ENSMUSG00000026409	Pfkfb2
ENSMUSG00000040669	Phc1
ENSMUSG00000025626	Phf6
ENSMUSG00000036879	Phkb
ENSMUSG00000029263	Pigg
ENSMUSG00000021120	Pigh
ENSMUSG00000020573	Pik3cg
ENSMUSG00000025949	Pikfyve
ENSMUSG00000040105	Plpp6
ENSMUSG00000004565	Pnpla6
ENSMUSG00000038902	Pogz
ENSMUSG00000020718	Polg2
ENSMUSG00000021668	Polk
ENSMUSG00000049553	Polr1a
ENSMUSG00000053293	Pom121
ENSMUSG00000026565	Pou2f1
ENSMUSG00000029246	Ppat
ENSMUSG00000036167	Pphln1
ENSMUSG00000033526	Ppip5k1
ENSMUSG00000027784	Ppm1l
ENSMUSG00000072494	Ppp1r3e
ENSMUSG00000014039	Prdm15
ENSMUSG00000024127	Prepl
ENSMUSG00000030753	Prkrir
ENSMUSG00000036864	Proser3
ENSMUSG00000079104	Prps1l3
ENSMUSG00000038500	Prr3
ENSMUSG00000028134	Ptbp2
ENSMUSG00000021009	Ptpn21
ENSMUSG00000036057	Ptpn23
ENSMUSG00000032067	Pts
ENSMUSG00000043991	Pura
ENSMUSG00000074994	Qser1
ENSMUSG00000022704	Qtrtd1
ENSMUSG00000040022	Rab11fip2
ENSMUSG00000023460	Rab12
ENSMUSG00000022159	Rab2b
ENSMUSG00000030643	Rab30
ENSMUSG00000020380	Rad50
ENSMUSG00000030166	Rad52
ENSMUSG00000040661	Rad54l2
ENSMUSG00000038569	Rad9b
ENSMUSG00000037110	Ralgapa2
ENSMUSG00000062232	Rapgef2
ENSMUSG00000021708	Rasgrf2
ENSMUSG00000061898	Rbak
ENSMUSG00000027428	Rbbp9
ENSMUSG00000046667	Rbm12b1
ENSMUSG00000024491	Rbm27
ENSMUSG00000035469	Rcbtb1
ENSMUSG00000037896	Rcor1
ENSMUSG00000066441	Rdh11
ENSMUSG00000030243	Recql
ENSMUSG00000047417	Rexo1
ENSMUSG00000029191	Rfc1
ENSMUSG00000052395	Rft1
ENSMUSG00000048027	Rgmb
ENSMUSG00000019763	Rmnd1
ENSMUSG00000022280	Rnf19a
ENSMUSG00000045078	Rnf216
ENSMUSG00000015478	Rnf5
ENSMUSG00000020521	Rnft1
ENSMUSG00000027981	Rnpc3
ENSMUSG00000024290	Rock1
ENSMUSG00000034032	Rpap1
ENSMUSG00000040446	Rprd1a
ENSMUSG00000027324	Rpusd2
ENSMUSG00000051169	Rpusd3
ENSMUSG00000039096	Rsad1
ENSMUSG00000034544	Rsrc1
ENSMUSG00000038685	Rtel1
ENSMUSG00000072872	Rybp
ENSMUSG00000040928	S100pbp
ENSMUSG00000021067	Sav1
ENSMUSG00000020986	Sec23a
ENSMUSG00000079614	Seh1l
ENSMUSG00000034252	Senp6
ENSMUSG00000029173	Sepsecs
ENSMUSG00000049800	Sertad2
ENSMUSG00000022948	Setd4
ENSMUSG00000015697	Setdb1
ENSMUSG00000023764	Sfi1
ENSMUSG00000040451	Sgms1
ENSMUSG00000021054	Sgpp1
ENSMUSG00000038738	Shank1
ENSMUSG00000090112	Shprh
ENSMUSG00000001942	Siae
ENSMUSG00000036840	Siah1a
ENSMUSG00000070868	Skint3
ENSMUSG00000024597	Slc12a2
ENSMUSG00000018900	Slc22a5
ENSMUSG00000071253	Slc25a16
ENSMUSG00000018740	Slc25a35
ENSMUSG00000002346	Slc25a42
ENSMUSG00000044348	Slc25a53
ENSMUSG00000034320	Slc26a2
ENSMUSG00000005107	Slc2a9
ENSMUSG00000018999	Slc35b4
ENSMUSG00000060181	Slc35e3
ENSMUSG00000025986	Slc39a10
ENSMUSG00000013275	Slc41a1
ENSMUSG00000021733	Slc4a7
ENSMUSG00000089774	Slc5a3
ENSMUSG00000024943	Smc5
ENSMUSG00000024054	Smchd1
ENSMUSG00000049323	Smcr8
ENSMUSG00000020463	Smek2
ENSMUSG00000038290	Smg6
ENSMUSG00000036061	Smug1
ENSMUSG00000028483	Snapc3
ENSMUSG00000001018	Snapin
ENSMUSG00000056185	Snx32
ENSMUSG00000032733	Snx33
ENSMUSG00000036580	Spg20
ENSMUSG00000026771	Spopl
ENSMUSG00000018379	Srsf1
ENSMUSG00000034616	Ssh3
ENSMUSG00000025862	Stag2
ENSMUSG00000006906	Stambp
ENSMUSG00000061455	Stx17
ENSMUSG00000046314	Stxbp6
ENSMUSG00000049858	Suox
ENSMUSG00000014873	Surf2
ENSMUSG00000017548	Suz12
ENSMUSG00000059669	Taf1b
ENSMUSG00000054321	Taf4b
ENSMUSG00000047242	Taf9b
ENSMUSG00000090290	Tarbp1
ENSMUSG00000039201	Tbc1d25
ENSMUSG00000042473	Tbc1d8b
ENSMUSG00000014767	Tbp
ENSMUSG00000002486	Tchp
ENSMUSG00000028458	Tesk1
ENSMUSG00000026492	Tfb2m
ENSMUSG00000007613	Tgfbr1
ENSMUSG00000047407	Tgif1
ENSMUSG00000028233	Tgs1
ENSMUSG00000024251	Thada
ENSMUSG00000024642	Tle4
ENSMUSG00000006850	Tmco6
ENSMUSG00000068732	Tmem167b
ENSMUSG00000029569	Tmem168
ENSMUSG00000013495	Tmem175
ENSMUSG00000031617	Tmem184c
ENSMUSG00000043140	Tmem186
ENSMUSG00000047090	Tmem198b
ENSMUSG00000026627	Tmem206
ENSMUSG00000027341	Tmem230
ENSMUSG00000066233	Tmem42
ENSMUSG00000043252	Tmem64
ENSMUSG00000058587	Tmod3
ENSMUSG00000042333	Tnfrsf14
ENSMUSG00000010751	Tnfrsf22
ENSMUSG00000002814	Top3a
ENSMUSG00000036822	Topors
ENSMUSG00000034292	Traf3ip1
ENSMUSG00000000374	Trappc10
ENSMUSG00000073968	Trim68
ENSMUSG00000028653	Trit1
ENSMUSG00000033439	Trmt13
ENSMUSG00000053286	Trmt1l
ENSMUSG00000067369	Trmt2b
ENSMUSG00000025086	Trub1
ENSMUSG00000041096	Tspyl2
ENSMUSG00000071660	Ttc9c
ENSMUSG00000026803	Ttf1
ENSMUSG00000027650	Tti1
ENSMUSG00000027263	Tubgcp4
ENSMUSG00000034377	Tulp4
ENSMUSG00000109378	U2af1l4
ENSMUSG00000025326	Ube3a
ENSMUSG00000028960	Ube4b
ENSMUSG00000039473	Ubn1
ENSMUSG00000050148	Ubqln2
ENSMUSG00000043262	Uevld
ENSMUSG00000043241	Upf2
ENSMUSG00000036572	Upf3b
ENSMUSG00000031976	Urb2
ENSMUSG00000030979	Uros
ENSMUSG00000029592	Usp30
ENSMUSG00000063317	Usp31
ENSMUSG00000025437	Usp33
ENSMUSG00000051306	Usp42
ENSMUSG00000031010	Usp9x
ENSMUSG00000038838	Vars2
ENSMUSG00000045210	Vcpip1
ENSMUSG00000024983	Vti1a
ENSMUSG00000004233	Wars2
ENSMUSG00000029684	Wasl
ENSMUSG00000042055	Wdr11
ENSMUSG00000037957	Wdr20
ENSMUSG00000040389	Wdr47
ENSMUSG00000032512	Wdr48
ENSMUSG00000058486	Wdr91
ENSMUSG00000067150	Xpo5
ENSMUSG00000032410	Xrn1
ENSMUSG00000041215	Yeats2
ENSMUSG00000047694	Yipf6
ENSMUSG00000034653	Ythdc2
ENSMUSG00000047213	Ythdf3
ENSMUSG00000034333	Zbed4
ENSMUSG00000033454	Zbtb1
ENSMUSG00000022601	Zbtb11
ENSMUSG00000049823	Zbtb12
ENSMUSG00000049672	Zbtb14
ENSMUSG00000075327	Zbtb2
ENSMUSG00000050714	Zbtb26
ENSMUSG00000068966	Zbtb34
ENSMUSG00000040433	Zbtb38
ENSMUSG00000033964	Zbtb41
ENSMUSG00000022000	Zc3h13
ENSMUSG00000075600	Zc3h3
ENSMUSG00000022390	Zc3h7b
ENSMUSG00000021969	Zdhhc20
ENSMUSG00000006463	Zdhhc24
ENSMUSG00000039795	Zfand1
ENSMUSG00000027288	Zfp106
