Gene,Gene name,Module,Type,
ENSMUSG00000022793,B4galt4,L27,TYPE_I,
ENSMUSG00000047379,B4gat1,L27,TYPE_I,TYPE_II
ENSMUSG00000032086,Bace1,L27,TYPE_I,
ENSMUSG00000040605,Bace2,L27,,
ENSMUSG00000040270,Bach2,L27,,TYPE_II
ENSMUSG00000047507,Baiap3,L27,,
ENSMUSG00000030780,BC017158,L27,,
ENSMUSG00000033488,BC026585,L27,,
ENSMUSG00000038543,BC028528,L27,TYPE_I,TYPE_II
ENSMUSG00000021763,BC067074,L27,,
ENSMUSG00000045231,BC106179,L27,TYPE_I,
ENSMUSG00000013523,Bcas1,L27,TYPE_I,
ENSMUSG00000027792,Bche,L27,TYPE_I,
ENSMUSG00000020169,Best3,L27,,
ENSMUSG00000072964,Bhlhb9,L27,,TYPE_II
ENSMUSG00000029335,Bmp3,L27,TYPE_I,
ENSMUSG00000049086,Bmyc,L27,TYPE_I,
ENSMUSG00000003344,Btbd2,L27,,TYPE_II
ENSMUSG00000040283,Btnl9,L27,,
ENSMUSG00000025217,Btrc,L27,TYPE_I,
ENSMUSG00000046491,C1qtnf2,L27,,
ENSMUSG00000029544,Cabp1,L27,,
ENSMUSG00000051331,Cacna1c,L27,,
ENSMUSG00000057914,Cacnb2,L27,,
ENSMUSG00000032076,Cadm1,L27,,TYPE_II
ENSMUSG00000064115,Cadm2,L27,,
ENSMUSG00000024617,Camk2a,L27,,
ENSMUSG00000056228,Cars2,L27,,
ENSMUSG00000060227,Casc4,L27,TYPE_I,
ENSMUSG00000000058,Cav2,L27,TYPE_I,TYPE_II
ENSMUSG00000025577,Cbx2,L27,TYPE_I,
ENSMUSG00000089715,Cbx6,L27,TYPE_I,
ENSMUSG00000022428,Cby1,L27,TYPE_I,
ENSMUSG00000039765,Cc2d2a,L27,,
ENSMUSG00000034303,Ccdc15,L27,TYPE_I,
ENSMUSG00000048038,Ccdc187,L27,,
ENSMUSG00000026676,Ccdc3,L27,,
ENSMUSG00000061882,Ccdc62,L27,,
ENSMUSG00000095098,Ccdc85b,L27,TYPE_I,TYPE_II
ENSMUSG00000021182,Ccdc88c,L27,,
ENSMUSG00000031494,Cd209a,L27,,
ENSMUSG00000040165,Cd209c,L27,,
ENSMUSG00000068686,Cd59b,L27,,
ENSMUSG00000036533,Cdc42ep3,L27,TYPE_I,TYPE_II
ENSMUSG00000053166,Cdh22,L27,,
ENSMUSG00000000305,Cdh4,L27,,
ENSMUSG00000020990,Cdkl1,L27,,
ENSMUSG00000039496,Cdnf,L27,,
ENSMUSG00000094626,Cecr6,L27,,
ENSMUSG00000039781,Cep131,L27,TYPE_I,
ENSMUSG00000044066,Cep68,L27,,
ENSMUSG00000022604,Cep97,L27,TYPE_I,
ENSMUSG00000050097,Ces2b,L27,,
ENSMUSG00000031877,Ces2g,L27,TYPE_I,
ENSMUSG00000018474,Chd3,L27,TYPE_I,
ENSMUSG00000031327,Chic1,L27,TYPE_I,TYPE_II
ENSMUSG00000056486,Chn1,L27,,
ENSMUSG00000030865,Chp2,L27,,
ENSMUSG00000060002,Chpt1,L27,TYPE_I,
ENSMUSG00000032773,Chrm1,L27,,
ENSMUSG00000033350,Chst2,L27,TYPE_I,
ENSMUSG00000057337,Chst3,L27,,TYPE_II
ENSMUSG00000001270,Ckb,L27,TYPE_I,TYPE_II
ENSMUSG00000079450,Cldn34c1,L27,,
ENSMUSG00000033082,Clec1a,L27,TYPE_I,
ENSMUSG00000025784,Clec3b,L27,TYPE_I,
ENSMUSG00000032452,Clstn2,L27,TYPE_I,
ENSMUSG00000090110,Cmc4,L27,TYPE_I,
ENSMUSG00000031789,Cngb1,L27,,
ENSMUSG00000001349,Cnn1,L27,TYPE_I,
ENSMUSG00000078653,Cntd1,L27,,
ENSMUSG00000022371,Col14a1,L27,TYPE_I,
ENSMUSG00000025064,Col17a1,L27,,
ENSMUSG00000045672,Col27a1,L27,TYPE_I,
ENSMUSG00000031274,Col4a5,L27,,TYPE_II
ENSMUSG00000031273,Col4a6,L27,,
ENSMUSG00000068196,Col8a1,L27,,
ENSMUSG00000038591,Colec10,L27,,
ENSMUSG00000032649,Colgalt2,L27,,
ENSMUSG00000057606,Colq,L27,,
ENSMUSG00000009876,Cox4i2,L27,,
ENSMUSG00000025867,Cplx2,L27,TYPE_I,
ENSMUSG00000039007,Cpq,L27,,TYPE_II
ENSMUSG00000063681,Crb1,L27,,
ENSMUSG00000040860,Crocc,L27,TYPE_I,
ENSMUSG00000003575,Crtc1,L27,,
ENSMUSG00000021947,Cryl1,L27,TYPE_I,TYPE_II
ENSMUSG00000030905,Crym,L27,TYPE_I,
ENSMUSG00000028199,Cryz,L27,,
ENSMUSG00000023044,Csad,L27,,TYPE_II
ENSMUSG00000042109,Csdc2,L27,TYPE_I,
ENSMUSG00000026421,Csrp1,L27,TYPE_I,TYPE_II
ENSMUSG00000022240,Ctnnd2,L27,,TYPE_II
ENSMUSG00000000416,Cttnbp2,L27,TYPE_I,
ENSMUSG00000051851,Cxx1c,L27,TYPE_I,
ENSMUSG00000046668,Cxxc5,L27,TYPE_I,
ENSMUSG00000028621,Cyb5rl,L27,,
ENSMUSG00000026170,Cyp27a1,L27,TYPE_I,TYPE_II
ENSMUSG00000022818,Cyp2ab1,L27,,
ENSMUSG00000053329,D10Jhu81e,L27,,
ENSMUSG00000037813,D630003M21Rik,L27,,
ENSMUSG00000052563,D930048N14Rik,L27,,
ENSMUSG00000032500,Dclk3,L27,,
ENSMUSG00000002109,Ddb2,L27,TYPE_I,
ENSMUSG00000020182,Ddc,L27,TYPE_I,
ENSMUSG00000055065,Ddx17,L27,,
ENSMUSG00000036095,Dgkb,L27,,
ENSMUSG00000014554,Dguok,L27,,
ENSMUSG00000027314,Dll4,L27,,
ENSMUSG00000030409,Dmpk,L27,TYPE_I,TYPE_II
ENSMUSG00000022099,Dmtn,L27,TYPE_I,
ENSMUSG00000036766,Dner,L27,TYPE_I,
ENSMUSG00000026825,Dnm1,L27,,
ENSMUSG00000040265,Dnm3,L27,,
ENSMUSG00000020661,Dnmt3a,L27,TYPE_I,TYPE_II
ENSMUSG00000035954,Dock4,L27,,TYPE_II
ENSMUSG00000035000,Dpp4,L27,TYPE_I,TYPE_II
ENSMUSG00000026574,Dpt,L27,,
ENSMUSG00000043671,Dpy19l3,L27,TYPE_I,TYPE_II
ENSMUSG00000045205,Dpy19l4,L27,,
ENSMUSG00000042156,Dzip1,L27,TYPE_I,
ENSMUSG00000057098,Ebf1,L27,TYPE_I,
ENSMUSG00000021928,Ebpl,L27,TYPE_I,
ENSMUSG00000043631,Ecm2,L27,TYPE_I,
ENSMUSG00000027524,Edn3,L27,,
ENSMUSG00000068263,Efcc1,L27,,
ENSMUSG00000042961,Egflam,L27,,
ENSMUSG00000034164,Emid1,L27,,
ENSMUSG00000039850,Endov,L27,TYPE_I,
ENSMUSG00000019989,Enpp3,L27,TYPE_I,
ENSMUSG00000038173,Enpp6,L27,,
ENSMUSG00000029859,Epha1,L27,TYPE_I,TYPE_II
ENSMUSG00000052504,Epha3,L27,,
ENSMUSG00000055493,Epm2a,L27,,
ENSMUSG00000006235,Epor,L27,TYPE_I,
ENSMUSG00000046324,Ermp1,L27,,TYPE_II
ENSMUSG00000021055,Esr2,L27,,
ENSMUSG00000032035,Ets1,L27,TYPE_I,TYPE_II
ENSMUSG00000050212,Eva1b,L27,TYPE_I,TYPE_II
ENSMUSG00000050248,Evc2,L27,,
ENSMUSG00000043251,Exoc3l,L27,,
ENSMUSG00000025785,Exosc7,L27,TYPE_I,
ENSMUSG00000037962,Fam101a,L27,TYPE_I,
ENSMUSG00000038893,Fam117a,L27,,
ENSMUSG00000043230,Fam124b,L27,,
ENSMUSG00000043259,Fam13c,L27,,
ENSMUSG00000019909,Fam162b,L27,,
ENSMUSG00000078670,Fam174b,L27,TYPE_I,
ENSMUSG00000046337,Fam178b,L27,TYPE_I,
ENSMUSG00000096753,Fam181a,L27,,
ENSMUSG00000073805,Fam196a,L27,,
ENSMUSG00000027955,Fam198b,L27,TYPE_I,TYPE_II
ENSMUSG00000059187,Fam19a1,L27,,
ENSMUSG00000094066,Fam205a2,L27,,
ENSMUSG00000020614,Fam20a,L27,,
ENSMUSG00000027495,Fam210b,L27,,
ENSMUSG00000042106,Fam212a,L27,TYPE_I,TYPE_II
ENSMUSG00000041930,Fam222a,L27,TYPE_I,
ENSMUSG00000026858,Fam73b,L27,,
ENSMUSG00000046743,Fat4,L27,TYPE_I,
ENSMUSG00000006369,Fbln1,L27,,
ENSMUSG00000027386,Fbln7,L27,TYPE_I,
ENSMUSG00000024598,Fbn2,L27,TYPE_I,
ENSMUSG00000015852,Fcrls,L27,TYPE_I,TYPE_II
ENSMUSG00000047632,Fgfbp3,L27,TYPE_I,TYPE_II
ENSMUSG00000005320,Fgfr4,L27,,
ENSMUSG00000028573,Fggy,L27,,
ENSMUSG00000034898,Filip1,L27,TYPE_I,
ENSMUSG00000041559,Fmod,L27,,
ENSMUSG00000071984,Fndc1,L27,,
ENSMUSG00000037025,Foxa2,L27,TYPE_I,
ENSMUSG00000038402,Foxf2,L27,,
ENSMUSG00000097084,Foxl1,L27,,
ENSMUSG00000037016,Frem2,L27,TYPE_I,
ENSMUSG00000026657,Frmd4a,L27,TYPE_I,
ENSMUSG00000059412,Fxyd2,L27,,
ENSMUSG00000050288,Fzd2,L27,,
ENSMUSG00000025579,Gaa,L27,TYPE_I,
ENSMUSG00000029211,Gabra4,L27,,
ENSMUSG00000035473,Galm,L27,TYPE_I,TYPE_II
ENSMUSG00000020150,Gamt,L27,,TYPE_II
ENSMUSG00000047261,Gap43,L27,,
ENSMUSG00000052957,Gas1,L27,,
ENSMUSG00000015619,Gata3,L27,TYPE_I,
ENSMUSG00000015627,Gata5,L27,,
ENSMUSG00000005836,Gata6,L27,TYPE_I,
ENSMUSG00000006378,Gcat,L27,,TYPE_II
ENSMUSG00000021943,Gdf10,L27,,
ENSMUSG00000055737,Ghr,L27,,
ENSMUSG00000034872,Gipc3,L27,,
ENSMUSG00000050234,Gja4,L27,,TYPE_II
ENSMUSG00000030048,Gkn3,L27,,
ENSMUSG00000048402,Gli2,L27,TYPE_I,
ENSMUSG00000024027,Glp1r,L27,,
ENSMUSG00000020251,Glt8d2,L27,,
ENSMUSG00000081769,Gm12216,L27,,
ENSMUSG00000072915,Gm12258,L27,,
ENSMUSG00000078889,Gm14288,L27,,
ENSMUSG00000091556,Gm14569,L27,,
ENSMUSG00000090625,Gm20721,L27,,
ENSMUSG00000097789,Gm2115,L27,,
ENSMUSG00000000948,Gm38393,L27,TYPE_I,
ENSMUSG00000079534,Gm5640,L27,,
ENSMUSG00000032513,Gorasp1,L27,TYPE_I,
ENSMUSG00000058571,Gpc6,L27,,
ENSMUSG00000053647,Gper1,L27,,
ENSMUSG00000053164,Gpr21,L27,,
ENSMUSG00000039904,Gpr37,L27,,
ENSMUSG00000045441,Gprin3,L27,TYPE_I,
ENSMUSG00000027883,Gpsm2,L27,TYPE_I,TYPE_II
ENSMUSG00000026888,Grb14,L27,TYPE_I,
ENSMUSG00000056073,Grik2,L27,TYPE_I,
ENSMUSG00000020734,Grin2c,L27,,
ENSMUSG00000046182,Gsg1l,L27,TYPE_I,
ENSMUSG00000060261,Gtf2i,L27,TYPE_I,TYPE_II
ENSMUSG00000041624,Gucy1a2,L27,,
ENSMUSG00000028005,Gucy1b3,L27,,
ENSMUSG00000029208,Guf1,L27,,
ENSMUSG00000020444,Guk1,L27,TYPE_I,
ENSMUSG00000056870,Gulp1,L27,,
ENSMUSG00000044927,H1fx,L27,TYPE_I,
ENSMUSG00000079507,H2-Q1,L27,,
ENSMUSG00000020331,Hcn2,L27,,
ENSMUSG00000062906,Hdac10,L27,,
ENSMUSG00000038422,Hdhd3,L27,,
ENSMUSG00000032579,Hemk1,L27,,
ENSMUSG00000046240,Hepacam,L27,,
ENSMUSG00000031209,Heph,L27,,
ENSMUSG00000030451,Herc2,L27,TYPE_I,
ENSMUSG00000028940,Hes2,L27,,
ENSMUSG00000028864,Hgf,L27,TYPE_I,TYPE_II
ENSMUSG00000020928,Higd1b,L27,,
ENSMUSG00000018102,Hist1h2bc,L27,TYPE_I,TYPE_II
ENSMUSG00000068854,Hist2h2be,L27,TYPE_I,TYPE_II
ENSMUSG00000032329,Hmg20a,L27,,
ENSMUSG00000025813,Homer2,L27,,
ENSMUSG00000003573,Homer3,L27,,TYPE_II
ENSMUSG00000000942,Hoxa4,L27,,
ENSMUSG00000074852,Hpse2,L27,,
ENSMUSG00000020605,Hs1bp3,L27,TYPE_I,
ENSMUSG00000040151,Hs2st1,L27,TYPE_I,
ENSMUSG00000029096,Htra3,L27,TYPE_I,TYPE_II
ENSMUSG00000021379,Id4,L27,TYPE_I,TYPE_II
ENSMUSG00000058258,Idi1,L27,TYPE_I,TYPE_II
ENSMUSG00000024169,Ift140,L27,TYPE_I,TYPE_II
ENSMUSG00000094198,Ighv1-50,L27,,
ENSMUSG00000076533,Igkv4-90,L27,,
ENSMUSG00000096844,Igkv6-14,L27,,
ENSMUSG00000031111,Igsf1,L27,,
ENSMUSG00000045294,Insig1,L27,TYPE_I,
ENSMUSG00000031737,Irx5,L27,,
ENSMUSG00000024601,Isoc1,L27,TYPE_I,TYPE_II
ENSMUSG00000042284,Itga1,L27,TYPE_I,TYPE_II
ENSMUSG00000026768,Itga8,L27,TYPE_I,TYPE_II
ENSMUSG00000022817,Itgb5,L27,TYPE_I,TYPE_II
ENSMUSG00000032925,Itgbl1,L27,TYPE_I,
ENSMUSG00000023150,Ivns1abp,L27,TYPE_I,TYPE_II
ENSMUSG00000055862,Izumo4,L27,TYPE_I,
ENSMUSG00000025736,Jmjd8,L27,,
ENSMUSG00000017817,Jph2,L27,TYPE_I,
ENSMUSG00000025213,Kazald1,L27,TYPE_I,
ENSMUSG00000054978,Kbtbd13,L27,,
ENSMUSG00000025893,Kbtbd3,L27,,
ENSMUSG00000038319,Kcnh2,L27,TYPE_I,
ENSMUSG00000054934,Kcnmb4,L27,TYPE_I,
ENSMUSG00000002908,Kcnn1,L27,,
ENSMUSG00000054477,Kcnn2,L27,,
ENSMUSG00000059022,Kcp,L27,,
ENSMUSG00000051727,Kctd14,L27,,
ENSMUSG00000030499,Kctd15,L27,,
ENSMUSG00000016940,Kctd2,L27,TYPE_I,
ENSMUSG00000035773,Kiss1r,L27,,
ENSMUSG00000019966,Kitl,L27,TYPE_I,TYPE_II
ENSMUSG00000072294,Klf12,L27,,
ENSMUSG00000045259,Klhdc9,L27,TYPE_I,
ENSMUSG00000078484,Klhl17,L27,TYPE_I,
ENSMUSG00000029312,Klhl8,L27,TYPE_I,
ENSMUSG00000064023,Klk8,L27,TYPE_I,
ENSMUSG00000042810,Krba1,L27,TYPE_I,
ENSMUSG00000078252,Krtap17-1,L27,TYPE_I,
ENSMUSG00000031391,L1cam,L27,,TYPE_II
ENSMUSG00000019718,L3hypdh,L27,,
ENSMUSG00000025937,Lactb2,L27,,
ENSMUSG00000026000,Lancl1,L27,,
ENSMUSG00000054469,Lclat1,L27,TYPE_I,
ENSMUSG00000048058,Ldlrad3,L27,,TYPE_II
ENSMUSG00000024544,Ldlrad4,L27,,
ENSMUSG00000055745,Ldoc1l,L27,,
ENSMUSG00000038793,Lefty1,L27,,
ENSMUSG00000036560,Lgi4,L27,,
ENSMUSG00000042793,Lgr6,L27,,
ENSMUSG00000049556,Lingo1,L27,,
ENSMUSG00000054966,Lmntd1,L27,,
ENSMUSG00000048096,Lmod1,L27,TYPE_I,
ENSMUSG00000048814,Lonrf2,L27,,
ENSMUSG00000031290,Lrch2,L27,,
ENSMUSG00000001802,Lrp3,L27,,
ENSMUSG00000022211,Lrrc16b,L27,,
ENSMUSG00000037151,Lrrc20,L27,TYPE_I,TYPE_II
ENSMUSG00000045201,Lrrc3b,L27,TYPE_I,
ENSMUSG00000047085,Lrrc4b,L27,,
ENSMUSG00000050587,Lrrc4c,L27,,
ENSMUSG00000026443,Lrrn2,L27,,
ENSMUSG00000026792,Lrsam1,L27,TYPE_I,
ENSMUSG00000061080,Lsamp,L27,,
ENSMUSG00000001870,Ltbp1,L27,TYPE_I,
ENSMUSG00000028649,Macf1,L27,,
ENSMUSG00000040687,Madd,L27,,
ENSMUSG00000031227,Magee1,L27,TYPE_I,
ENSMUSG00000047238,Mageh1,L27,,
ENSMUSG00000040003,Magi2,L27,TYPE_I,
ENSMUSG00000031147,Magix,L27,,
ENSMUSG00000033207,Mamdc2,L27,TYPE_I,TYPE_II
ENSMUSG00000025037,Maoa,L27,,TYPE_II
ENSMUSG00000015222,Map2,L27,TYPE_I,TYPE_II
ENSMUSG00000023050,Map3k12,L27,TYPE_I,TYPE_II
ENSMUSG00000014426,Map3k4,L27,TYPE_I,
ENSMUSG00000020646,Mboat2,L27,TYPE_I,
ENSMUSG00000024593,Megf10,L27,TYPE_I,
ENSMUSG00000020160,Meis1,L27,TYPE_I,
ENSMUSG00000051855,Mest,L27,TYPE_I,
ENSMUSG00000041921,Metap1d,L27,,
ENSMUSG00000045555,Mettl24,L27,,
ENSMUSG00000042436,Mfap4,L27,TYPE_I,
ENSMUSG00000030116,Mfap5,L27,TYPE_I,
ENSMUSG00000018169,Mfng,L27,TYPE_I,
ENSMUSG00000033174,Mgll,L27,TYPE_I,TYPE_II
ENSMUSG00000029060,Mib2,L27,TYPE_I,TYPE_II
ENSMUSG00000040987,Mill2,L27,TYPE_I,
ENSMUSG00000003948,Mmd,L27,TYPE_I,TYPE_II
ENSMUSG00000000901,Mmp11,L27,TYPE_I,TYPE_II
ENSMUSG00000031740,Mmp2,L27,TYPE_I,
ENSMUSG00000041445,Mmrn2,L27,,
ENSMUSG00000016386,Mpped2,L27,TYPE_I,
ENSMUSG00000047669,Msl3l2,L27,TYPE_I,
ENSMUSG00000048450,Msx1,L27,,
ENSMUSG00000031200,Mtcp1,L27,,
ENSMUSG00000049038,Mterf2,L27,TYPE_I,
ENSMUSG00000031816,Mthfsd,L27,,
ENSMUSG00000022353,Mtss1,L27,TYPE_I,TYPE_II
ENSMUSG00000033763,Mtss1l,L27,,
ENSMUSG00000029651,Mtus2,L27,TYPE_I,
ENSMUSG00000020156,Mum1,L27,TYPE_I,TYPE_II
ENSMUSG00000024906,Mus81,L27,,
ENSMUSG00000042485,Mustn1,L27,,
ENSMUSG00000020814,Mxra7,L27,TYPE_I,
ENSMUSG00000029070,Mxra8,L27,TYPE_I,
ENSMUSG00000028654,Mycl,L27,,TYPE_II
ENSMUSG00000037169,Mycn,L27,TYPE_I,TYPE_II
ENSMUSG00000046916,Myct1,L27,TYPE_I,
ENSMUSG00000020900,Myh10,L27,TYPE_I,TYPE_II
ENSMUSG00000060180,Myh13,L27,,
ENSMUSG00000067818,Myl9,L27,,
ENSMUSG00000001053,N4bp3,L27,TYPE_I,TYPE_II
ENSMUSG00000043943,Naalad2,L27,,
ENSMUSG00000022253,Nadk2,L27,,TYPE_II
ENSMUSG00000051262,Nat8f3,L27,,
ENSMUSG00000051359,Ncald,L27,TYPE_I,
ENSMUSG00000027698,Nceh1,L27,TYPE_I,TYPE_II
ENSMUSG00000066877,Nck2,L27,TYPE_I,
ENSMUSG00000049690,Nckap5,L27,TYPE_I,
ENSMUSG00000033585,Ndn,L27,TYPE_I,
ENSMUSG00000040037,Negr1,L27,,
ENSMUSG00000032298,Neil1,L27,,
ENSMUSG00000037499,Nenf,L27,TYPE_I,
ENSMUSG00000039103,Nexn,L27,TYPE_I,
ENSMUSG00000055053,Nfic,L27,TYPE_I,TYPE_II
ENSMUSG00000001911,Nfix,L27,TYPE_I,TYPE_II
ENSMUSG00000021032,Ngb,L27,,
ENSMUSG00000039835,Nhsl1,L27,TYPE_I,TYPE_II
ENSMUSG00000078532,Nkain1,L27,,TYPE_II
ENSMUSG00000014776,Nol3,L27,,
ENSMUSG00000042988,Notum,L27,,
ENSMUSG00000040998,Npnt,L27,TYPE_I,
ENSMUSG00000025582,Nptx1,L27,,TYPE_II
ENSMUSG00000036437,Npy1r,L27,TYPE_I,
ENSMUSG00000069171,Nr2f1,L27,,
ENSMUSG00000002393,Nr2f6,L27,TYPE_I,
ENSMUSG00000078202,Nrarp,L27,,
ENSMUSG00000042834,Nrep,L27,TYPE_I,
ENSMUSG00000025810,Nrp1,L27,TYPE_I,TYPE_II
ENSMUSG00000024109,Nrxn1,L27,,
ENSMUSG00000071547,Nt5dc2,L27,TYPE_I,TYPE_II
ENSMUSG00000041429,Nthl1,L27,,
ENSMUSG00000059146,Ntrk3,L27,,
ENSMUSG00000020032,Nuak1,L27,TYPE_I,TYPE_II
ENSMUSG00000073295,Nudt11,L27,TYPE_I,
ENSMUSG00000046719,Nxph3,L27,TYPE_I,TYPE_II
ENSMUSG00000002396,Ocel1,L27,TYPE_I,
ENSMUSG00000029153,Ociad2,L27,TYPE_I,
ENSMUSG00000021390,Ogn,L27,,
ENSMUSG00000034160,Ogt,L27,TYPE_I,TYPE_II
ENSMUSG00000032172,Olfm2,L27,,
ENSMUSG00000046618,Olfml2a,L27,,
ENSMUSG00000043383,Olfr1342,L27,,
ENSMUSG00000062257,Opcml,L27,,
ENSMUSG00000029503,P2rx2,L27,,
ENSMUSG00000023191,P3h3,L27,,
ENSMUSG00000027188,Pamr1,L27,TYPE_I,
ENSMUSG00000041423,Paqr6,L27,,
ENSMUSG00000032527,Pccb,L27,TYPE_I,
ENSMUSG00000035566,Pcdh17,L27,TYPE_I,
ENSMUSG00000037892,Pcdh18,L27,,
ENSMUSG00000051486,Pcdhb11,L27,,
ENSMUSG00000047910,Pcdhb16,L27,,TYPE_II
ENSMUSG00000045498,Pcdhb3,L27,,
ENSMUSG00000045689,Pcdhb4,L27,,
ENSMUSG00000051242,Pcdhb9,L27,,
ENSMUSG00000023036,Pcdhga8,L27,TYPE_I,TYPE_II
ENSMUSG00000027589,Pcmtd2,L27,TYPE_I,TYPE_II
ENSMUSG00000029718,Pcolce,L27,TYPE_I,
ENSMUSG00000025137,Pcyt2,L27,TYPE_I,TYPE_II
ENSMUSG00000053965,Pde5a,L27,TYPE_I,
ENSMUSG00000019990,Pde7b,L27,TYPE_I,TYPE_II
ENSMUSG00000021684,Pde8b,L27,TYPE_I,TYPE_II
ENSMUSG00000000489,Pdgfb,L27,TYPE_I,TYPE_II
ENSMUSG00000032006,Pdgfd,L27,,
ENSMUSG00000031636,Pdlim3,L27,,
ENSMUSG00000074818,Pdzd7,L27,,
ENSMUSG00000032959,Pebp1,L27,,
ENSMUSG00000002763,Pex6,L27,TYPE_I,
ENSMUSG00000031870,Pgr,L27,,
ENSMUSG00000057457,Phex,L27,,
ENSMUSG00000041482,Piezo2,L27,,
ENSMUSG00000031379,Pir,L27,,TYPE_II
ENSMUSG00000054580,Pla2r1,L27,TYPE_I,TYPE_II
ENSMUSG00000029055,Plch2,L27,,
ENSMUSG00000041757,Plekha6,L27,,
ENSMUSG00000032377,Plscr4,L27,TYPE_I,TYPE_II
ENSMUSG00000017417,Plxdc1,L27,TYPE_I,TYPE_II
ENSMUSG00000026748,Plxdc2,L27,,TYPE_II
ENSMUSG00000030123,Plxnd1,L27,TYPE_I,TYPE_II
ENSMUSG00000002012,Pnck,L27,,
ENSMUSG00000026179,Pnkd,L27,TYPE_I,TYPE_II
ENSMUSG00000028600,Podn,L27,,
ENSMUSG00000033152,Podxl2,L27,,
ENSMUSG00000020718,Polg2,L27,TYPE_I,
ENSMUSG00000016344,Ppdpf,L27,TYPE_I,
ENSMUSG00000037754,Ppp1r16b,L27,,
ENSMUSG00000035829,Ppp1r26,L27,,TYPE_II
ENSMUSG00000067279,Ppp1r3c,L27,TYPE_I,
ENSMUSG00000029120,Ppp2r2c,L27,TYPE_I,
ENSMUSG00000021209,Ppp4r4,L27,TYPE_I,
ENSMUSG00000069378,Prdm6,L27,,
ENSMUSG00000036158,Prickle1,L27,TYPE_I,
ENSMUSG00000028944,Prkag2,L27,TYPE_I,
ENSMUSG00000063179,Pstk,L27,TYPE_I,
ENSMUSG00000028681,Ptch2,L27,,
ENSMUSG00000034117,Ptgdr2,L27,TYPE_I,
ENSMUSG00000019464,Ptger1,L27,,
ENSMUSG00000028036,Ptgfr,L27,TYPE_I,
ENSMUSG00000030122,Ptms,L27,TYPE_I,
ENSMUSG00000029838,Ptn,L27,TYPE_I,
ENSMUSG00000059895,Ptp4a3,L27,TYPE_I,
ENSMUSG00000038042,Ptpdc1,L27,TYPE_I,
ENSMUSG00000026384,Ptpn4,L27,,
ENSMUSG00000030854,Ptpn5,L27,,
ENSMUSG00000033059,Pygb,L27,,TYPE_II
ENSMUSG00000034910,Pygo1,L27,,
ENSMUSG00000043162,Pyurf,L27,,TYPE_II
ENSMUSG00000015806,Qdpr,L27,,TYPE_II
ENSMUSG00000026304,Rab17,L27,TYPE_I,
ENSMUSG00000020175,Rab36,L27,TYPE_I,
ENSMUSG00000025170,Rab40b,L27,,
ENSMUSG00000026594,Ralgps2,L27,TYPE_I,TYPE_II
ENSMUSG00000002104,Rapsn,L27,,TYPE_II
ENSMUSG00000029701,Rbm28,L27,TYPE_I,
ENSMUSG00000028996,Rbp7,L27,TYPE_I,
ENSMUSG00000000359,Rem1,L27,,
ENSMUSG00000022176,Rem2,L27,,
ENSMUSG00000040929,Rfx3,L27,TYPE_I,
ENSMUSG00000041354,Rgl2,L27,TYPE_I,TYPE_II
ENSMUSG00000059810,Rgs3,L27,TYPE_I,TYPE_II
ENSMUSG00000021219,Rgs6,L27,,
ENSMUSG00000010086,Rnf112,L27,,
ENSMUSG00000047747,Rnf150,L27,TYPE_I,TYPE_II
ENSMUSG00000044628,Rnf208,L27,TYPE_I,
ENSMUSG00000022883,Robo1,L27,,
ENSMUSG00000052516,Robo2,L27,,
ENSMUSG00000110266,RP23-281F13.1,L27,,
ENSMUSG00000046215,Rprml,L27,,
ENSMUSG00000025665,Rps6ka6,L27,,
ENSMUSG00000030401,Rtn2,L27,,
ENSMUSG00000045287,Rtn4rl1,L27,TYPE_I,
ENSMUSG00000035629,Rubcn,L27,,
ENSMUSG00000057378,Ryr3,L27,TYPE_I,
ENSMUSG00000033208,S100b,L27,TYPE_I,
ENSMUSG00000044199,S1pr4,L27,,
ENSMUSG00000045087,S1pr5,L27,,
ENSMUSG00000069835,Sat2,L27,,
ENSMUSG00000032719,Sbspon,L27,,
ENSMUSG00000035236,Scai,L27,TYPE_I,TYPE_II
ENSMUSG00000038188,Scarf1,L27,TYPE_I,TYPE_II
ENSMUSG00000057182,Scn3a,L27,,
ENSMUSG00000034810,Scn7a,L27,,
ENSMUSG00000034161,Scx,L27,TYPE_I,
ENSMUSG00000022261,Sdc2,L27,TYPE_I,TYPE_II
ENSMUSG00000045954,Sdpr,L27,,
ENSMUSG00000026589,Sec16b,L27,TYPE_I,
ENSMUSG00000063531,Sema3e,L27,,
ENSMUSG00000025207,Sema4g,L27,,
ENSMUSG00000016262,Sertad4,L27,TYPE_I,
ENSMUSG00000032009,Sesn3,L27,,TYPE_II
ENSMUSG00000027996,Sfrp2,L27,TYPE_I,
ENSMUSG00000005043,Sgsh,L27,TYPE_I,TYPE_II
ENSMUSG00000038351,Sgsm2,L27,,
ENSMUSG00000040666,Sh3bgr,L27,TYPE_I,
ENSMUSG00000028488,Sh3gl2,L27,,
ENSMUSG00000026860,Sh3glb2,L27,TYPE_I,
ENSMUSG00000045629,Sh3tc2,L27,,
ENSMUSG00000038738,Shank1,L27,,
ENSMUSG00000020312,Shc2,L27,,
ENSMUSG00000090112,Shprh,L27,,
ENSMUSG00000001942,Siae,L27,TYPE_I,
ENSMUSG00000025494,Sigirr,L27,,
ENSMUSG00000039013,Siglecf,L27,,TYPE_II
